name,description,link,newTab,current,category
Computational Social Science,"This project seeks to apply computational techniques from machine learning and natural language processing to questions in the social sciences. It explores a broad range of topics, including how people’s values affect their behaviors, whether left-handed and right-handed people use language differently, and how culture affects language and other attributes.",,FALSE,TRUE,SunLab
